2026-04-08 06:40:13 | INFO | Starting method=coreset seed=3 device=cuda run_dir=/data1/doyoung/ADV-AL/experiments/set_ADV_main_moreround_cifar100/cifar100_small_cnn_coreset_p10_b100_r20/seed_3 | GPU MB alloc/reserved=0.0/0.0
2026-04-08 06:40:14 | INFO | Data loaded in 0.83s (train_total=50000 al_train=50000 val_fixed=0 test=10000) | GPU: n/a
2026-04-08 06:40:14 | INFO | [Round 0] labeled=500 train=500 val_fixed=0 | GPU MB alloc/reserved=9.0/22.0
2026-04-08 06:40:15 | INFO | [Round 0] epoch=1/80 loss=6.1444 acc=0.60 val_acc=nan data_t=0.0563s batch_t=0.1540s epoch_t=00:00.84 lr=0.001000 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] Epoch 1/80 time=00:00.84 avg=00:00.84 ETA=01:06.50 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] epoch=2/80 loss=5.3251 acc=1.60 val_acc=nan data_t=0.0134s batch_t=0.0096s epoch_t=00:00.09 lr=0.000998 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] Epoch 2/80 time=00:00.09 avg=00:00.47 ETA=00:36.43 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] epoch=3/80 loss=4.6321 acc=4.00 val_acc=nan data_t=0.0085s batch_t=0.0117s epoch_t=00:00.08 lr=0.000997 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] Epoch 3/80 time=00:00.08 avg=00:00.34 ETA=00:26.06 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] epoch=4/80 loss=4.4827 acc=2.60 val_acc=nan data_t=0.0076s batch_t=0.0090s epoch_t=00:00.07 lr=0.000994 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] Epoch 4/80 time=00:00.07 avg=00:00.27 ETA=00:20.56 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] epoch=5/80 loss=4.4511 acc=4.20 val_acc=nan data_t=0.0083s batch_t=0.0097s epoch_t=00:00.07 lr=0.000990 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] Epoch 5/80 time=00:00.07 avg=00:00.23 ETA=00:17.31 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] epoch=6/80 loss=4.3939 acc=4.60 val_acc=nan data_t=0.0058s batch_t=0.0088s epoch_t=00:00.06 lr=0.000986 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] Epoch 6/80 time=00:00.06 avg=00:00.20 ETA=00:14.95 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] epoch=7/80 loss=4.3258 acc=7.00 val_acc=nan data_t=0.0077s batch_t=0.0087s epoch_t=00:00.07 lr=0.000981 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] Epoch 7/80 time=00:00.07 avg=00:00.18 ETA=00:13.33 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] epoch=8/80 loss=4.2674 acc=6.00 val_acc=nan data_t=0.0065s batch_t=0.0088s epoch_t=00:00.06 lr=0.000976 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] Epoch 8/80 time=00:00.06 avg=00:00.17 ETA=00:12.06 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] epoch=9/80 loss=4.2519 acc=5.80 val_acc=nan data_t=0.0071s batch_t=0.0086s epoch_t=00:00.06 lr=0.000969 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] Epoch 9/80 time=00:00.06 avg=00:00.16 ETA=00:11.07 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] epoch=10/80 loss=4.1488 acc=7.60 val_acc=nan data_t=0.0066s batch_t=0.0136s epoch_t=00:00.08 lr=0.000962 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:15 | INFO | [Round 0] Epoch 10/80 time=00:00.08 avg=00:00.15 ETA=00:10.39 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] epoch=11/80 loss=4.0945 acc=7.40 val_acc=nan data_t=0.0073s batch_t=0.0138s epoch_t=00:00.08 lr=0.000955 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] Epoch 11/80 time=00:00.08 avg=00:00.14 ETA=00:09.84 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] epoch=12/80 loss=4.0451 acc=8.60 val_acc=nan data_t=0.0068s batch_t=0.0085s epoch_t=00:00.06 lr=0.000946 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] Epoch 12/80 time=00:00.06 avg=00:00.14 ETA=00:09.24 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] epoch=13/80 loss=3.9759 acc=11.40 val_acc=nan data_t=0.0061s batch_t=0.0085s epoch_t=00:00.06 lr=0.000937 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] Epoch 13/80 time=00:00.06 avg=00:00.13 ETA=00:08.70 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] epoch=14/80 loss=3.8818 acc=9.80 val_acc=nan data_t=0.0074s batch_t=0.0083s epoch_t=00:00.06 lr=0.000927 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] Epoch 14/80 time=00:00.06 avg=00:00.13 ETA=00:08.25 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] epoch=15/80 loss=3.8334 acc=10.60 val_acc=nan data_t=0.0065s batch_t=0.0086s epoch_t=00:00.06 lr=0.000917 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] Epoch 15/80 time=00:00.06 avg=00:00.12 ETA=00:07.85 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] epoch=16/80 loss=3.7463 acc=14.20 val_acc=nan data_t=0.0069s batch_t=0.0086s epoch_t=00:00.06 lr=0.000905 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] Epoch 16/80 time=00:00.06 avg=00:00.12 ETA=00:07.49 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] epoch=17/80 loss=3.7306 acc=10.80 val_acc=nan data_t=0.0065s batch_t=0.0085s epoch_t=00:00.06 lr=0.000894 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] Epoch 17/80 time=00:00.06 avg=00:00.11 ETA=00:07.17 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] epoch=18/80 loss=3.6329 acc=12.80 val_acc=nan data_t=0.0081s batch_t=0.0126s epoch_t=00:00.08 lr=0.000881 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] Epoch 18/80 time=00:00.08 avg=00:00.11 ETA=00:06.95 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] epoch=19/80 loss=3.5947 acc=13.40 val_acc=nan data_t=0.0073s batch_t=0.0099s epoch_t=00:00.07 lr=0.000868 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:40:16 | INFO | [Round 0] Epoch 19/80 time=00:00.07 avg=00:00.11 ETA=00:06.70 | GPU MB alloc/reserved=52.3/394.0
