2026-04-07 11:33:03 | INFO | Starting method=badge seed=2 device=cuda run_dir=/data1/doyoung/ADV-AL/experiments/set_ADV_main_moreround/cifar10_small_cnn_badge_b100_r20/seed_2 | GPU MB alloc/reserved=0.0/0.0
2026-04-07 11:33:04 | INFO | Data loaded in 0.66s (train_total=50000 al_train=50000 val_fixed=0 test=10000) | GPU: n/a
2026-04-07 11:33:04 | INFO | [Round 0] labeled=500 train=500 val_fixed=0 | GPU MB alloc/reserved=8.9/22.0
2026-04-07 11:33:05 | INFO | [Round 0] epoch=1/80 loss=4.9699 acc=11.00 val_acc=nan data_t=0.0383s batch_t=0.2356s epoch_t=00:01.10 lr=0.001000 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:05 | INFO | [Round 0] Epoch 1/80 time=00:01.10 avg=00:01.10 ETA=01:26.56 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:05 | INFO | [Round 0] epoch=2/80 loss=5.0293 acc=12.60 val_acc=nan data_t=0.0102s batch_t=0.0345s epoch_t=00:00.18 lr=0.000998 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:05 | INFO | [Round 0] Epoch 2/80 time=00:00.18 avg=00:00.64 ETA=00:49.72 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:05 | INFO | [Round 0] epoch=3/80 loss=3.4087 acc=15.80 val_acc=nan data_t=0.0129s batch_t=0.0119s epoch_t=00:00.10 lr=0.000997 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:05 | INFO | [Round 0] Epoch 3/80 time=00:00.10 avg=00:00.46 ETA=00:35.27 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:05 | INFO | [Round 0] epoch=4/80 loss=2.5611 acc=22.60 val_acc=nan data_t=0.0070s batch_t=0.0105s epoch_t=00:00.07 lr=0.000994 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:05 | INFO | [Round 0] Epoch 4/80 time=00:00.07 avg=00:00.36 ETA=00:27.44 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:06 | INFO | [Round 0] epoch=5/80 loss=2.1216 acc=22.00 val_acc=nan data_t=0.0073s batch_t=0.0342s epoch_t=00:00.17 lr=0.000990 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:06 | INFO | [Round 0] Epoch 5/80 time=00:00.17 avg=00:00.32 ETA=00:24.15 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:06 | INFO | [Round 0] epoch=6/80 loss=2.0698 acc=24.60 val_acc=nan data_t=0.0093s batch_t=0.0345s epoch_t=00:00.18 lr=0.000986 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:06 | INFO | [Round 0] Epoch 6/80 time=00:00.18 avg=00:00.30 ETA=00:22.02 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:06 | INFO | [Round 0] epoch=7/80 loss=1.9992 acc=27.00 val_acc=nan data_t=0.0145s batch_t=0.0343s epoch_t=00:00.20 lr=0.000981 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:06 | INFO | [Round 0] Epoch 7/80 time=00:00.20 avg=00:00.28 ETA=00:20.66 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:06 | INFO | [Round 0] epoch=8/80 loss=2.0062 acc=23.80 val_acc=nan data_t=0.0133s batch_t=0.0345s epoch_t=00:00.19 lr=0.000976 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:06 | INFO | [Round 0] Epoch 8/80 time=00:00.19 avg=00:00.27 ETA=00:19.55 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:06 | INFO | [Round 0] epoch=9/80 loss=1.9479 acc=28.20 val_acc=nan data_t=0.0128s batch_t=0.0341s epoch_t=00:00.19 lr=0.000969 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:06 | INFO | [Round 0] Epoch 9/80 time=00:00.19 avg=00:00.26 ETA=00:18.62 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:06 | INFO | [Round 0] epoch=10/80 loss=1.9336 acc=32.00 val_acc=nan data_t=0.0096s batch_t=0.0345s epoch_t=00:00.18 lr=0.000962 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:06 | INFO | [Round 0] Epoch 10/80 time=00:00.18 avg=00:00.25 ETA=00:17.76 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:07 | INFO | [Round 0] epoch=11/80 loss=1.9297 acc=31.20 val_acc=nan data_t=0.0146s batch_t=0.0343s epoch_t=00:00.20 lr=0.000955 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:07 | INFO | [Round 0] Epoch 11/80 time=00:00.20 avg=00:00.25 ETA=00:17.14 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:07 | INFO | [Round 0] epoch=12/80 loss=1.8725 acc=29.40 val_acc=nan data_t=0.0134s batch_t=0.0341s epoch_t=00:00.19 lr=0.000946 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:07 | INFO | [Round 0] Epoch 12/80 time=00:00.19 avg=00:00.24 ETA=00:16.56 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:07 | INFO | [Round 0] epoch=13/80 loss=1.8373 acc=31.20 val_acc=nan data_t=0.0144s batch_t=0.0342s epoch_t=00:00.19 lr=0.000937 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:07 | INFO | [Round 0] Epoch 13/80 time=00:00.19 avg=00:00.24 ETA=00:16.06 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:07 | INFO | [Round 0] epoch=14/80 loss=1.8209 acc=31.20 val_acc=nan data_t=0.0137s batch_t=0.0343s epoch_t=00:00.19 lr=0.000927 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:07 | INFO | [Round 0] Epoch 14/80 time=00:00.19 avg=00:00.24 ETA=00:15.60 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:07 | INFO | [Round 0] epoch=15/80 loss=1.7779 acc=35.80 val_acc=nan data_t=0.0132s batch_t=0.0342s epoch_t=00:00.19 lr=0.000917 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:07 | INFO | [Round 0] Epoch 15/80 time=00:00.19 avg=00:00.23 ETA=00:15.16 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:08 | INFO | [Round 0] epoch=16/80 loss=1.8036 acc=32.80 val_acc=nan data_t=0.0137s batch_t=0.0117s epoch_t=00:00.10 lr=0.000905 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 11:33:08 | INFO | [Round 0] Epoch 16/80 time=00:00.10 avg=00:00.23 ETA=00:14.40 | GPU MB alloc/reserved=52.0/394.0
