2026-04-11 17:36:46 | INFO | Starting method=badge seed=3 device=cuda run_dir=/data1/doyoung/ADV-AL/experiments/set_ADV_main_resnet18_cifar100/cifar100_resnet18_badge_b100_r20/seed_3 | GPU MB alloc/reserved=0.0/0.0
2026-04-11 17:36:47 | INFO | Data loaded in 0.84s (train_total=50000 al_train=50000 val_fixed=0 test=10000) | GPU: n/a
2026-04-11 17:36:47 | INFO | [Round 0] labeled=500 train=500 val_fixed=0 | GPU MB alloc/reserved=42.9/64.0
2026-04-11 17:36:49 | INFO | [Round 0] epoch=1/80 loss=4.7873 acc=1.80 val_acc=nan data_t=0.0452s batch_t=0.3333s epoch_t=00:01.51 lr=0.001000 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:49 | INFO | [Round 0] Epoch 1/80 time=00:01.51 avg=00:01.51 ETA=01:59.61 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:49 | INFO | [Round 0] epoch=2/80 loss=4.3746 acc=5.00 val_acc=nan data_t=0.0078s batch_t=0.0953s epoch_t=00:00.41 lr=0.000998 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:49 | INFO | [Round 0] Epoch 2/80 time=00:00.41 avg=00:00.96 ETA=01:15.14 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:50 | INFO | [Round 0] epoch=3/80 loss=4.0668 acc=7.60 val_acc=nan data_t=0.0098s batch_t=0.0900s epoch_t=00:00.40 lr=0.000997 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:50 | INFO | [Round 0] Epoch 3/80 time=00:00.40 avg=00:00.78 ETA=00:59.71 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:50 | INFO | [Round 0] epoch=4/80 loss=3.8120 acc=10.80 val_acc=nan data_t=0.0107s batch_t=0.0951s epoch_t=00:00.42 lr=0.000994 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:50 | INFO | [Round 0] Epoch 4/80 time=00:00.42 avg=00:00.69 ETA=00:52.24 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:50 | INFO | [Round 0] epoch=5/80 loss=3.6656 acc=10.80 val_acc=nan data_t=0.0063s batch_t=0.0942s epoch_t=00:00.40 lr=0.000990 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:50 | INFO | [Round 0] Epoch 5/80 time=00:00.40 avg=00:00.63 ETA=00:47.28 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:51 | INFO | [Round 0] epoch=6/80 loss=3.3708 acc=18.20 val_acc=nan data_t=0.0120s batch_t=0.0952s epoch_t=00:00.43 lr=0.000986 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:51 | INFO | [Round 0] Epoch 6/80 time=00:00.43 avg=00:00.60 ETA=00:44.16 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:51 | INFO | [Round 0] epoch=7/80 loss=3.2447 acc=17.80 val_acc=nan data_t=0.0130s batch_t=0.0911s epoch_t=00:00.42 lr=0.000981 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:51 | INFO | [Round 0] Epoch 7/80 time=00:00.42 avg=00:00.57 ETA=00:41.69 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:52 | INFO | [Round 0] epoch=8/80 loss=3.0620 acc=20.80 val_acc=nan data_t=0.0102s batch_t=0.0976s epoch_t=00:00.43 lr=0.000976 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:52 | INFO | [Round 0] Epoch 8/80 time=00:00.43 avg=00:00.55 ETA=00:39.86 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:52 | INFO | [Round 0] epoch=9/80 loss=2.8753 acc=25.80 val_acc=nan data_t=0.0095s batch_t=0.0947s epoch_t=00:00.42 lr=0.000969 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:52 | INFO | [Round 0] Epoch 9/80 time=00:00.42 avg=00:00.54 ETA=00:38.23 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:52 | INFO | [Round 0] epoch=10/80 loss=2.6791 acc=30.00 val_acc=nan data_t=0.0064s batch_t=0.0904s epoch_t=00:00.39 lr=0.000962 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:52 | INFO | [Round 0] Epoch 10/80 time=00:00.39 avg=00:00.52 ETA=00:36.63 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:53 | INFO | [Round 0] epoch=11/80 loss=2.4650 acc=34.20 val_acc=nan data_t=0.0124s batch_t=0.0953s epoch_t=00:00.43 lr=0.000955 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:53 | INFO | [Round 0] Epoch 11/80 time=00:00.43 avg=00:00.51 ETA=00:35.53 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:53 | INFO | [Round 0] epoch=12/80 loss=2.3423 acc=36.60 val_acc=nan data_t=0.0091s batch_t=0.0913s epoch_t=00:00.40 lr=0.000946 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:53 | INFO | [Round 0] Epoch 12/80 time=00:00.40 avg=00:00.51 ETA=00:34.37 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:54 | INFO | [Round 0] epoch=13/80 loss=2.1139 acc=44.20 val_acc=nan data_t=0.0104s batch_t=0.0961s epoch_t=00:00.43 lr=0.000937 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:54 | INFO | [Round 0] Epoch 13/80 time=00:00.43 avg=00:00.50 ETA=00:33.46 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:54 | INFO | [Round 0] epoch=14/80 loss=2.0954 acc=41.80 val_acc=nan data_t=0.0133s batch_t=0.0897s epoch_t=00:00.41 lr=0.000927 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:54 | INFO | [Round 0] Epoch 14/80 time=00:00.41 avg=00:00.49 ETA=00:32.55 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:55 | INFO | [Round 0] epoch=15/80 loss=2.0351 acc=43.00 val_acc=nan data_t=0.0126s batch_t=0.0935s epoch_t=00:00.42 lr=0.000917 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:55 | INFO | [Round 0] Epoch 15/80 time=00:00.42 avg=00:00.49 ETA=00:31.76 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:55 | INFO | [Round 0] epoch=16/80 loss=1.7600 acc=56.20 val_acc=nan data_t=0.0096s batch_t=0.0902s epoch_t=00:00.40 lr=0.000905 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:55 | INFO | [Round 0] Epoch 16/80 time=00:00.40 avg=00:00.48 ETA=00:30.91 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:55 | INFO | [Round 0] epoch=17/80 loss=1.7165 acc=51.80 val_acc=nan data_t=0.0062s batch_t=0.0949s epoch_t=00:00.41 lr=0.000894 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:55 | INFO | [Round 0] Epoch 17/80 time=00:00.41 avg=00:00.48 ETA=00:30.14 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:56 | INFO | [Round 0] epoch=18/80 loss=1.5606 acc=57.60 val_acc=nan data_t=0.0094s batch_t=0.0959s epoch_t=00:00.42 lr=0.000881 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:56 | INFO | [Round 0] Epoch 18/80 time=00:00.42 avg=00:00.48 ETA=00:29.47 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:56 | INFO | [Round 0] epoch=19/80 loss=1.3939 acc=60.80 val_acc=nan data_t=0.0158s batch_t=0.0933s epoch_t=00:00.44 lr=0.000868 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:56 | INFO | [Round 0] Epoch 19/80 time=00:00.44 avg=00:00.47 ETA=00:28.87 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:57 | INFO | [Round 0] epoch=20/80 loss=1.2429 acc=67.20 val_acc=nan data_t=0.0094s batch_t=0.0887s epoch_t=00:00.39 lr=0.000855 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:57 | INFO | [Round 0] Epoch 20/80 time=00:00.39 avg=00:00.47 ETA=00:28.16 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:57 | INFO | [Round 0] epoch=21/80 loss=1.0489 acc=73.40 val_acc=nan data_t=0.0109s batch_t=0.0939s epoch_t=00:00.42 lr=0.000841 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:57 | INFO | [Round 0] Epoch 21/80 time=00:00.42 avg=00:00.47 ETA=00:27.55 | GPU MB alloc/reserved=190.8/996.0
2026-04-11 17:36:57 | INFO | [Round 0] epoch=22/80 loss=0.9197 acc=79.80 val_acc=nan data_t=0.0094s batch_t=0.0960s epoch_t=00:00.42 lr=0.000826 | GPU MB alloc/reserved=190.8/996.0
