2026-04-07 12:11:20 | INFO | Starting method=coreset seed=0 device=cuda run_dir=/data1/doyoung/ADV-AL/experiments/set_ADV_main_moreround/cifar10_small_cnn_coreset_b100_r20/seed_0 | GPU MB alloc/reserved=0.0/0.0
2026-04-07 12:11:20 | INFO | Data loaded in 0.66s (train_total=50000 al_train=50000 val_fixed=0 test=10000) | GPU: n/a
2026-04-07 12:11:21 | INFO | [Round 0] labeled=500 train=500 val_fixed=0 | GPU MB alloc/reserved=8.9/22.0
2026-04-07 12:11:22 | INFO | [Round 0] epoch=1/80 loss=5.3638 acc=8.80 val_acc=nan data_t=0.0483s batch_t=0.2074s epoch_t=00:01.02 lr=0.001000 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:22 | INFO | [Round 0] Epoch 1/80 time=00:01.02 avg=00:01.02 ETA=01:20.83 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:22 | INFO | [Round 0] epoch=2/80 loss=5.4623 acc=8.40 val_acc=nan data_t=0.0072s batch_t=0.0341s epoch_t=00:00.17 lr=0.000998 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:22 | INFO | [Round 0] Epoch 2/80 time=00:00.17 avg=00:00.59 ETA=00:46.36 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:22 | INFO | [Round 0] epoch=3/80 loss=3.0660 acc=12.80 val_acc=nan data_t=0.0144s batch_t=0.0342s epoch_t=00:00.19 lr=0.000997 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:22 | INFO | [Round 0] Epoch 3/80 time=00:00.19 avg=00:00.46 ETA=00:35.50 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:22 | INFO | [Round 0] epoch=4/80 loss=2.4495 acc=11.80 val_acc=nan data_t=0.0138s batch_t=0.0345s epoch_t=00:00.19 lr=0.000994 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:22 | INFO | [Round 0] Epoch 4/80 time=00:00.19 avg=00:00.39 ETA=00:29.96 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:22 | INFO | [Round 0] epoch=5/80 loss=2.1901 acc=18.40 val_acc=nan data_t=0.0106s batch_t=0.0341s epoch_t=00:00.18 lr=0.000990 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:22 | INFO | [Round 0] Epoch 5/80 time=00:00.18 avg=00:00.35 ETA=00:26.34 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:23 | INFO | [Round 0] epoch=6/80 loss=2.1137 acc=23.80 val_acc=nan data_t=0.0105s batch_t=0.0342s epoch_t=00:00.18 lr=0.000986 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:23 | INFO | [Round 0] Epoch 6/80 time=00:00.18 avg=00:00.32 ETA=00:23.86 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:23 | INFO | [Round 0] epoch=7/80 loss=2.1100 acc=23.20 val_acc=nan data_t=0.0110s batch_t=0.0342s epoch_t=00:00.18 lr=0.000981 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:23 | INFO | [Round 0] Epoch 7/80 time=00:00.18 avg=00:00.30 ETA=00:22.06 | GPU MB alloc/reserved=52.0/394.0
2026-04-07 12:11:23 | INFO | [Round 0] epoch=8/80 loss=2.0657 acc=24.20 val_acc=nan data_t=0.0125s batch_t=0.0345s epoch_t=00:00.19 lr=0.000976 | GPU MB alloc/reserved=52.0/394.0
