2026-04-08 05:42:03 | INFO | Starting method=badge seed=1 device=cuda run_dir=/data1/doyoung/ADV-AL/experiments/set_ADV_main_moreround_cifar100/cifar100_small_cnn_badge_p10_b100_r20/seed_1 | GPU MB alloc/reserved=0.0/0.0
2026-04-08 05:42:04 | INFO | Data loaded in 0.83s (train_total=50000 al_train=50000 val_fixed=0 test=10000) | GPU: n/a
2026-04-08 05:42:04 | INFO | [Round 0] labeled=500 train=500 val_fixed=0 | GPU MB alloc/reserved=9.0/22.0
2026-04-08 05:42:05 | INFO | [Round 0] epoch=1/80 loss=5.4908 acc=0.60 val_acc=nan data_t=0.0425s batch_t=0.1449s epoch_t=00:00.75 lr=0.001000 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:05 | INFO | [Round 0] Epoch 1/80 time=00:00.75 avg=00:00.75 ETA=00:59.22 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:05 | INFO | [Round 0] epoch=2/80 loss=4.6571 acc=1.20 val_acc=nan data_t=0.0085s batch_t=0.0110s epoch_t=00:00.08 lr=0.000998 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:05 | INFO | [Round 0] Epoch 2/80 time=00:00.08 avg=00:00.41 ETA=00:32.29 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:05 | INFO | [Round 0] epoch=3/80 loss=4.4480 acc=4.20 val_acc=nan data_t=0.0099s batch_t=0.0146s epoch_t=00:00.10 lr=0.000997 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:05 | INFO | [Round 0] Epoch 3/80 time=00:00.10 avg=00:00.31 ETA=00:23.77 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:05 | INFO | [Round 0] epoch=4/80 loss=4.3505 acc=6.00 val_acc=nan data_t=0.0099s batch_t=0.0152s epoch_t=00:00.10 lr=0.000994 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:05 | INFO | [Round 0] Epoch 4/80 time=00:00.10 avg=00:00.26 ETA=00:19.51 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:06 | INFO | [Round 0] epoch=5/80 loss=4.2428 acc=6.00 val_acc=nan data_t=0.0105s batch_t=0.0152s epoch_t=00:00.10 lr=0.000990 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:06 | INFO | [Round 0] Epoch 5/80 time=00:00.10 avg=00:00.23 ETA=00:16.95 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:06 | INFO | [Round 0] epoch=6/80 loss=4.1925 acc=6.80 val_acc=nan data_t=0.0101s batch_t=0.0146s epoch_t=00:00.10 lr=0.000986 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:06 | INFO | [Round 0] Epoch 6/80 time=00:00.10 avg=00:00.20 ETA=00:15.16 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:06 | INFO | [Round 0] epoch=7/80 loss=4.0909 acc=8.80 val_acc=nan data_t=0.0072s batch_t=0.0150s epoch_t=00:00.09 lr=0.000981 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:06 | INFO | [Round 0] Epoch 7/80 time=00:00.09 avg=00:00.19 ETA=00:13.75 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:06 | INFO | [Round 0] epoch=8/80 loss=4.0171 acc=9.60 val_acc=nan data_t=0.0098s batch_t=0.0155s epoch_t=00:00.10 lr=0.000976 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:06 | INFO | [Round 0] Epoch 8/80 time=00:00.10 avg=00:00.18 ETA=00:12.77 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:06 | INFO | [Round 0] epoch=9/80 loss=3.9385 acc=11.20 val_acc=nan data_t=0.0099s batch_t=0.0153s epoch_t=00:00.10 lr=0.000969 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:06 | INFO | [Round 0] Epoch 9/80 time=00:00.10 avg=00:00.17 ETA=00:12.00 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 05:42:06 | INFO | [Round 0] epoch=10/80 loss=3.8782 acc=11.80 val_acc=nan data_t=0.0098s batch_t=0.0142s epoch_t=00:00.10 lr=0.000962 | GPU MB alloc/reserved=52.3/394.0
