2026-04-08 06:04:11 | INFO | Starting method=badge seed=4 device=cuda run_dir=/data1/doyoung/ADV-AL/experiments/set_ADV_main_moreround_cifar100/cifar100_small_cnn_badge_p10_b100_r20/seed_4 | GPU MB alloc/reserved=0.0/0.0
2026-04-08 06:04:12 | INFO | Data loaded in 0.82s (train_total=50000 al_train=50000 val_fixed=0 test=10000) | GPU: n/a
2026-04-08 06:04:12 | INFO | [Round 0] labeled=500 train=500 val_fixed=0 | GPU MB alloc/reserved=9.0/22.0
2026-04-08 06:04:13 | INFO | [Round 0] epoch=1/80 loss=5.5199 acc=0.80 val_acc=nan data_t=0.0393s batch_t=0.1378s epoch_t=00:00.71 lr=0.001000 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] Epoch 1/80 time=00:00.71 avg=00:00.71 ETA=00:55.97 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] epoch=2/80 loss=4.7125 acc=1.60 val_acc=nan data_t=0.0113s batch_t=0.0090s epoch_t=00:00.08 lr=0.000998 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] Epoch 2/80 time=00:00.08 avg=00:00.39 ETA=00:30.80 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] epoch=3/80 loss=4.4588 acc=2.80 val_acc=nan data_t=0.0138s batch_t=0.0119s epoch_t=00:00.10 lr=0.000997 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] Epoch 3/80 time=00:00.10 avg=00:00.30 ETA=00:22.91 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] epoch=4/80 loss=4.3837 acc=5.00 val_acc=nan data_t=0.0102s batch_t=0.0117s epoch_t=00:00.09 lr=0.000994 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] Epoch 4/80 time=00:00.09 avg=00:00.25 ETA=00:18.63 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] epoch=5/80 loss=4.2855 acc=7.60 val_acc=nan data_t=0.0101s batch_t=0.0157s epoch_t=00:00.10 lr=0.000990 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] Epoch 5/80 time=00:00.10 avg=00:00.22 ETA=00:16.26 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] epoch=6/80 loss=4.2275 acc=7.60 val_acc=nan data_t=0.0105s batch_t=0.0138s epoch_t=00:00.10 lr=0.000986 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] Epoch 6/80 time=00:00.10 avg=00:00.20 ETA=00:14.57 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] epoch=7/80 loss=4.1104 acc=8.60 val_acc=nan data_t=0.0101s batch_t=0.0141s epoch_t=00:00.10 lr=0.000981 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:13 | INFO | [Round 0] Epoch 7/80 time=00:00.10 avg=00:00.18 ETA=00:13.33 | GPU MB alloc/reserved=52.3/394.0
2026-04-08 06:04:14 | INFO | [Round 0] epoch=8/80 loss=4.0229 acc=9.20 val_acc=nan data_t=0.0126s batch_t=0.0119s epoch_t=00:00.10 lr=0.000976 | GPU MB alloc/reserved=52.3/394.0
